Word,PartofSpeech,CEFRLevel
design,verb,A1
desk,noun,A1
detail,noun,A1
dialogue,noun,A1
dictionary,noun,A1
die,verb,A1
diet,noun,A1
difference,noun,A1
different,adjective,A1
difficult,adjective,A1
dinner,noun,A1
dirty,adjective,A1
discuss,verb,A1
dish,noun,A1
do,verb,A1
do,auxiliary,A1
doctor,noun,A1
dog,noun,A1
dollar,noun,A1
door,noun,A1
down,adverb,A1
down,preposition,A1
downstairs,adverb,A1
draw,verb,A1
dress,noun,A1
dress,verb,A1
drink,noun,A1
drink,verb,A1
drive,verb,A1
driver,noun,A1
during,preposition,A1
DVD,noun,A1
each,adverb,A1
each,determiner,A1
each,pronoun,A1
ear,noun,A1
early,adjective,A1
early,adverb,A1
east,adjective,A1
east,adverb,A1
east,noun,A1
easy,adjective,A1
eat,verb,A1
egg,noun,A1
eight,number,A1
eighteen,number,A1
eighty,number,A1
elephant,noun,A1
eleven,number,A1
else,adverb,A1
email,noun,A1
email,verb,A1
end,noun,A1
end,verb,A1
enjoy,verb,A1
enough,adverb,A1
enough,determiner,A1
enough,pronoun,A1
euro,noun,A1
even,adverb,A1
evening,noun,A1
event,noun,A1
ever,adverb,A1
every,determiner,A1
everybody,pronoun,A1
everyone,pronoun,A1
everything,pronoun,A1
exam,noun,A1
example,noun,A1
excited,adjective,A1
exciting,adjective,A1
exercise,noun,A1
exercise,verb,A1
expensive,adjective,A1
explain,verb,A1
extra,adjective,A1
eye,noun,A1
face,noun,A1
fact,noun,A1
fall,verb,A1
false,adjective,A1
family,adjective,A1
family,noun,A1
famous,adjective,A1
fantastic,adjective,A1
far,adverb,A1
farm,noun,A1
farmer,noun,A1
fast,adjective,A1
fast,adverb,A1
fat,adjective,A1
father,noun,A1
favourite,adjective,A1
favourite,noun,A1
February,noun,A1
feel,verb,A1
feeling,noun,A1
festival,noun,A1
few,adjective,A1
few,determiner,A1
few,pronoun,A1
fifteen,number,A1
fifth,ordinal,A1
fifty,number,A1
fill,verb,A1
film,noun,A1
final,adjective,A1
find,verb,A1
fine,adjective,A1
finish,verb,A1
fire,noun,A1
first,adverb,A1
first,determiner,A1
first,ordinal,A1
fish,noun,A1
five,number,A1
flat,noun,A1
flight,noun,A1
floor,noun,A1
flower,noun,A1
fly,verb,A1
follow,verb,A1
food,noun,A1
foot,noun,A1
football,noun,A1
for,preposition,A1
forget,verb,A1
form,noun,A1
form,verb,A1
forty,number,A1
four,number,A1
fourteen,number,A1
fourth,ordinal,A1
free,adjective,A1
Friday,noun,A1
friend,noun,A1
friendly,adjective,A1
from,preposition,A1
front,adjective,A1
front,noun,A1
fruit,noun,A1
full,adjective,A1
fun,noun,A1
funny,adjective,A1
future,noun,A1
game,noun,A1
garden,noun,A1
geography,noun,A1
get,verb,A1
girl,noun,A1
girlfriend,noun,A1
give,verb,A1
glass,noun,A1
go,verb,A1
good,adjective,A1
goodbye,exclamation,A1
goodbye,noun,A1
grandfather,noun,A1
grandmother,noun,A1
grandparent,noun,A1
great,adjective,A1
green,adjective,A1
green,noun,A1
grey,adjective,A1
grey,noun,A1
group,noun,A1
grow,verb,A1
guess,noun,A1
guess,verb,A1
guitar,noun,A1
gym,noun,A1
hair,noun,A1
half,determiner,A1
half,noun,A1
half,pronoun,A1
hand,noun,A1
happen,verb,A1
happy,adjective,A1
hard,adjective,A1
hard,adverb,A1
hat,noun,A1
hate,verb,A1
have,verb,A1
have,to,A1
he,pronoun,A1
head,noun,A1
health,noun,A1
healthy,adjective,A1
hear,verb,A1
hello,exclamation,A1
hello,noun,A1
help,noun,A1
help,verb,A1
her,determiner,A1
her,pronoun,A1
here,adverb,A1
hey,exclamation,A1
hi,exclamation,A1
high,adjective,A1
him,pronoun,A1
his,determiner,A1
history,noun,A1
hobby,noun,A1
holiday,noun,A1
home,adverb,A1
home,noun,A1
homework,noun,A1
hope,verb,A1
horse,noun,A1
hospital,noun,A1
hot,adjective,A1
hotel,noun,A1
hour,noun,A1
house,noun,A1
how,adverb,A1
however,adverb,A1
hundred,number,A1
hungry,adjective,A1
husband,noun,A1
I,pronoun,A1
ice,noun,A1
ice,cream,A1
idea,noun,A1
if,conjunction,A1
imagine,verb,A1
important,adjective,A1
improve,verb,A1
in,adverb,A1
in,preposition,A1
include,verb,A1
information,noun,A1
interest,noun,A1
interest,verb,A1
interested,adjective,A1
interesting,adjective,A1
internet,noun,A1
interview,noun,A1
interview,verb,A1
into,preposition,A1
introduce,verb,A1
island,noun,A1
it,pronoun,A1
its,determiner,A1
jacket,noun,A1
January,noun,A1
jeans,noun,A1
job,noun,A1
join,verb,A1
journey,noun,A1
juice,noun,A1
July,noun,A1
June,noun,A1
just,adverb,A1
keep,verb,A1
key,adjective,A1
key,noun,A1
kilometre,noun,A1
kind,noun,A1
kitchen,noun,A1
know,verb,A1
land,noun,A1
language,noun,A1
large,adjective,A1
last,determiner,A1
late,adjective,A1
late,adverb,A1
later,adverb,A1
laugh,noun,A1
laugh,verb,A1
learn,verb,A1
leave,verb,A1
left,adjective,A1
left,adverb,A1
left,noun,A1
leg,noun,A1
lesson,noun,A1
let,verb,A1
letter,noun,A1
library,noun,A1
lie,1,A1
life,noun,A1
light,adjective,A1
light,noun,A1
like,preposition,A1
like,verb,A1
line,noun,A1
lion,noun,A1
list,noun,A1
list,verb,A1
listen,verb,A1
little,adjective,A1
little,determiner,A1
little,pronoun,A1
live,verb,A1
local,adjective,A1
long,adjective,A1
long,adverb,A1
look,verb,A1
lose,verb,A1
lot,adverb,A1
lot,determiner,A1
lot,pronoun,A1
love,noun,A1
love,verb,A1
lunch,noun,A1
machine,noun,A1
magazine,noun,A1
main,adjective,A1
make,verb,A1
man,noun,A1
many,determiner,A1
many,pronoun,A1
map,noun,A1
March,noun,A1
market,noun,A1
married,adjective,A1
match,noun,A1
match,verb,A1
May,noun,A1
maybe,adverb,A1
me,pronoun,A1
meal,noun,A1
mean,verb,A1
meaning,noun,A1
meat,noun,A1
meet,verb,A1
meeting,noun,A1
member,noun,A1
menu,noun,A1
message,noun,A1
metre,noun,A1
midnight,noun,A1
mile,noun,A1
milk,noun,A1
million,number,A1
minute,noun,A1
miss,verb,A1
mistake,noun,A1
model,noun,A1
modern,adjective,A1
moment,noun,A1
Monday,noun,A1
money,noun,A1
month,noun,A1
more,adverb,A1
more,determiner,A1
more,pronoun,A1
morning,noun,A1
most,adverb,A1
most,determiner,A1
most,pronoun,A1
mother,noun,A1
mountain,noun,A1
mouse,noun,A1
mouth,noun,A1
move,verb,A1
movie,noun,A1
much,adverb,A1
much,determiner,A1
much,pronoun,A1
mum,noun,A1
museum,noun,A1
music,noun,A1
must,modal,A1
my,determiner,A1
name,noun,A1
name,verb,A1
natural,adjective,A1
near,adjective,A1
near,adverb,A1
near,preposition,A1
need,verb,A1
negative,adjective,A1
neighbour,noun,A1
never,adverb,A1
new,adjective,A1
news,noun,A1
newspaper,noun,A1
next,adjective,A1
next,adverb,A1
next,to,A1
nice,adjective,A1
night,noun,A1
nine,number,A1
nineteen,number,A1
ninety,number,A1
no,determiner,A1
no,exclamation,A1
no,one,A1
nobody,pronoun,A1
north,adjective,A1
north,adverb,A1
north,noun,A1
nose,noun,A1
not,adverb,A1
note,noun,A1
nothing,pronoun,A1
November,noun,A1
now,adverb,A1
number,noun,A1
nurse,noun,A1
o'clock,adverb,A1
object,noun,A1
October,noun,A1
of,preposition,A1
off,adverb,A1
off,preposition,A1
office,noun,A1
often,adverb,A1
oh,exclamation,A1
OK,adjective,A1
OK,adverb,A1
OK,exclamation,A1
old,adjective,A1
on,adverb,A1
on,preposition,A1
once,adverb,A1
one,determiner,A1
one,number,A1
one,pronoun,A1
onion,noun,A1
online,adjective,A1
online,adverb,A1
only,adjective,A1
only,adverb,A1
open,adjective,A1
open,verb,A1
opinion,noun,A1
opposite,adjective,A1
opposite,adverb,A1
opposite,noun,A1
opposite,preposition,A1
or,conjunction,A1
orange,adjective,A1
orange,noun,A1
order,noun,A1
order,verb,A1
other,adjective,A1
other,pronoun,A1
our,determiner,A1
out,adverb,A1
out,preposition,A1
outside,adverb,A1
over,adverb,A1
over,preposition,A1
own,adjective,A1
own,pronoun,A1
page,noun,A1
paint,noun,A1
paint,verb,A1
painting,noun,A1
pair,noun,A1
paper,noun,A1
paragraph,noun,A1
parent,noun,A1
park,noun,A1
park,verb,A1
part,noun,A1
partner,noun,A1
party,noun,A1
passport,noun,A1
past,adjective,A1
past,noun,A1
past,preposition,A1
pay,verb,A1
pen,noun,A1
pencil,noun,A1
people,noun,A1
pepper,noun,A1
perfect,adjective,A1
period,noun,A1
person,noun,A1
personal,adjective,A1
phone,noun,A1
phone,verb,A1
photo,noun,A1
photograph,noun,A1
phrase,noun,A1
piano,noun,A1
picture,noun,A1
piece,noun,A1
pig,noun,A1
pink,adjective,A1
pink,noun,A1
place,noun,A1
plan,noun,A1
plan,verb,A1
plane,noun,A1
plant,noun,A1
play,noun,A1
play,verb,A1
player,noun,A1
please,exclamation,A1
point,noun,A1
police,noun,A1
policeman,noun,A1
pool,noun,A1
poor,adjective,A1
popular,adjective,A1
positive,adjective,A1
possible,adjective,A1
post,noun,A1
post,verb,A1
potato,noun,A1
pound,noun,A1
practice,noun,A1
practise,verb,A1
prefer,verb,A1
prepare,verb,A1
present,adjective,A1
present,noun,A1
pretty,adjective,A1
pretty,adverb,A1
price,noun,A1
probably,adverb,A1
problem,noun,A1
product,noun,A1
programme,noun,A1
project,noun,A1
purple,adjective,A1
purple,noun,A1
put,verb,A1
quarter,noun,A1
question,noun,A1
quick,adjective,A1
quickly,adverb,A1
quiet,adjective,A1
quite,adverb,A1
radio,noun,A1
rain,noun,A1
rain,verb,A1
read,verb,A1
reader,noun,A1
reading,noun,A1
ready,adjective,A1
real,adjective,A1
really,adverb,A1
reason,noun,A1
red,adjective,A1
red,noun,A1
relax,verb,A1
remember,verb,A1
repeat,verb,A1
report,noun,A1
restaurant,noun,A1
result,noun,A1
return,noun,A1
return,verb,A1
rice,noun,A1
rich,adjective,A1
ride,verb,A1
right,adjective,A1
right,adverb,A1
right,noun,A1
river,noun,A1
road,noun,A1
room,noun,A1
routine,noun,A1
rule,noun,A1
run,verb,A1
sad,adjective,A1
salad,noun,A1
salt,noun,A1
same,adjective,A1
same,adverb,A1
same,pronoun,A1
sandwich,noun,A1
Saturday,noun,A1
say,verb,A1
school,noun,A1
science,noun,A1
scientist,noun,A1
sea,noun,A1
second,determiner,A1
second,noun,A1
second,ordinal,A1
section,noun,A1
see,verb,A1
sell,verb,A1
send,verb,A1
sentence,noun,A1
September,noun,A1
seven,number,A1
seventeen,number,A1
seventy,number,A1
share,verb,A1
she,pronoun,A1
sheep,noun,A1
shirt,noun,A1
shoe,noun,A1
shop,noun,A1
shop,verb,A1
shopping,noun,A1
short,adjective,A1
should,modal,A1
show,noun,A1
show,verb,A1
shower,noun,A1
sick,adjective,A1
similar,adjective,A1
sing,verb,A1
singer,noun,A1
sister,noun,A1
sit,verb,A1
situation,noun,A1
six,number,A1
sixteen,number,A1
sixty,number,A1
skill,noun,A1
skirt,noun,A1
sleep,verb,A1
slow,adjective,A1
small,adjective,A1
snake,noun,A1
snow,noun,A1
snow,verb,A1
so,adverb,A1
so,conjunction,A1
some,determiner,A1
some,pronoun,A1
somebody,pronoun,A1
someone,pronoun,A1
something,pronoun,A1
sometimes,adverb,A1
son,noun,A1
song,noun,A1
soon,adverb,A1
sorry,adjective,A1
sorry,exclamation,A1
sound,noun,A1
sound,verb,A1
soup,noun,A1
south,adjective,A1
south,adverb,A1
south,noun,A1
space,noun,A1
speak,verb,A1
special,adjective,A1
spell,verb,A1
spelling,noun,A1
spend,verb,A1
sport,noun,A1
spring,noun,A1
stand,verb,A1
star,noun,A1
start,verb,A1
statement,noun,A1
station,noun,A1
stay,verb,A1
still,adverb,A1
stop,noun,A1
stop,verb,A1
story,noun,A1
street,noun,A1
strong,adjective,A1
student,noun,A1
study,noun,A1
study,verb,A1
style,noun,A1
subject,noun,A1
success,noun,A1
sugar,noun,A1
summer,noun,A1
sun,noun,A1
Sunday,noun,A1
supermarket,noun,A1
sure,adjective,A1
sweater,noun,A1
swim,verb,A1
swimming,noun,A1
T-shirt,noun,A1
table,noun,A1
take,verb,A1
talk,verb,A1
tall,adjective,A1
taxi,noun,A1
tea,noun,A1
teach,verb,A1
teacher,noun,A1
team,noun,A1
teenager,noun,A1
telephone,noun,A1
telephone,verb,A1
television,noun,A1
tell,verb,A1
ten,number,A1
tennis,noun,A1
terrible,adjective,A1
test,noun,A1
test,verb,A1
text,noun,A1
than,conjunction,A1
than,preposition,A1
thank,verb,A1
thanks,exclamation,A1
thanks,noun,A1
that,conjunction,A1
that,determiner,A1
that,pronoun,A1
the,article,A1
theatre,noun,A1
their,determiner,A1
them,pronoun,A1
then,adverb,A1
there,adverb,A1
they,pronoun,A1
thing,noun,A1
think,verb,A1
third,ordinal,A1
thirsty,adjective,A1
thirteen,number,A1
thirty,number,A1
this,determiner,A1
this,pronoun,A1
thousand,number,A1
three,number,A1
through,adverb,A1
through,preposition,A1
Thursday,noun,A1
ticket,noun,A1
time,noun,A1
tired,adjective,A1
title,noun,A1
to,infinitive,A1
to,preposition,A1
today,adverb,A1
today,noun,A1
together,adverb,A1
toilet,noun,A1
tomato,noun,A1
tomorrow,adverb,A1
tomorrow,noun,A1
tonight,adverb,A1
tonight,noun,A1
too,adverb,A1
tooth,noun,A1
topic,noun,A1
tourist,noun,A1
town,noun,A1
traffic,noun,A1
train,noun,A1
travel,noun,A1
travel,verb,A1
tree,noun,A1
trip,noun,A1
trousers,noun,A1
true,adjective,A1
try,verb,A1
Tuesday,noun,A1
turn,noun,A1
turn,verb,A1
TV,noun,A1
twelve,number,A1
twenty,number,A1
twice,adverb,A1
two,number,A1
type,noun,A1
umbrella,noun,A1
uncle,noun,A1
under,adverb,A1
under,preposition,A1
understand,verb,A1
university,noun,A1
until,conjunction,A1
until,preposition,A1
up,adverb,A1
up,preposition,A1
upstairs,adverb,A1
us,pronoun,A1
use,verb,A1
useful,adjective,A1
usually,adverb,A1
vacation,noun,A1
vegetable,noun,A1
very,adverb,A1
video,noun,A1
village,noun,A1
visit,noun,A1
visit,verb,A1
visitor,noun,A1
wait,verb,A1
waiter,noun,A1
wake,verb,A1
walk,noun,A1
walk,verb,A1
wall,noun,A1
want,verb,A1
warm,adjective,A1
wash,verb,A1
watch,noun,A1
watch,verb,A1
water,noun,A1
way,noun,A1
we,pronoun,A1
wear,verb,A1
weather,noun,A1
website,noun,A1
Wednesday,noun,A1
week,noun,A1
weekend,noun,A1
welcome,adjective,A1
welcome,exclamation,A1
welcome,verb,A1
well,adjective,A1
well,adverb,A1
well,exclamation,A1
west,adjective,A1
west,adverb,A1
west,noun,A1
what,determiner,A1
what,pronoun,A1
when,adverb,A1
when,conjunction,A1
when,pronoun,A1
where,adverb,A1
where,conjunction,A1
which,determiner,A1
which,pronoun,A1
white,adjective,A1
white,noun,A1
who,pronoun,A1
why,adverb,A1
wife,noun,A1
will,modal,A1
win,verb,A1
window,noun,A1
wine,noun,A1
winter,noun,A1
with,preposition,A1
without,preposition,A1
woman,noun,A1
wonderful,adjective,A1
word,noun,A1
work,noun,A1
work,verb,A1
worker,noun,A1
world,noun,A1
would,modal,A1
write,verb,A1
writer,noun,A1
writing,noun,A1
wrong,adjective,A1
yeah,exclamation,A1
year,noun,A1
yellow,adjective,A1
yellow,noun,A1
yes,exclamation,A1
yesterday,adverb,A1
yesterday,noun,A1
you,pronoun,A1
young,adjective,A1
your,determiner,A1
yourself,pronoun,A1
